100.00 $ \pm $ 0.00,100.00 $ \pm $ 0.00,100.00 $ \pm $ 0.00,100.00 $ \pm $ 0.00
100.00 $ \pm $ 0.00,100.00 $ \pm $ 0.00,100.00 $ \pm $ 0.00,100.00 $ \pm $ 0.00
