0.00 $ \pm $ 0.00,0.00 $ \pm $ 0.00,0.00 $ \pm $ 0.00,0.00 $ \pm $ 0.00
0.00 $ \pm $ 0.00,0.00 $ \pm $ 0.00,0.00 $ \pm $ 0.00,0.00 $ \pm $ 0.00
